Topology: simple | Epoch: 1/100 | Batch Size: 32 | LR: 0.010000 | Train Acc: 71.7 | Test Acc: 71.2 | Train Loss: 9.67e-01 | Test Loss: 9.75e-01
Topology: simple | Epoch: 51/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.2 | Test Acc: 61.0 | Train Loss: 1.74e+00 | Test Loss: 1.74e+00
Topology: simple | Epoch: 52/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.3 | Test Acc: 61.1 | Train Loss: 1.73e+00 | Test Loss: 1.73e+00
Topology: simple | Epoch: 53/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.5 | Test Acc: 61.2 | Train Loss: 1.72e+00 | Test Loss: 1.72e+00
Topology: simple | Epoch: 54/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.6 | Test Acc: 61.4 | Train Loss: 1.71e+00 | Test Loss: 1.71e+00
Topology: simple | Epoch: 55/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.7 | Test Acc: 61.5 | Train Loss: 1.70e+00 | Test Loss: 1.70e+00
Topology: simple | Epoch: 56/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 61.9 | Test Acc: 61.6 | Train Loss: 1.69e+00 | Test Loss: 1.69e+00
Topology: simple | Epoch: 57/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.0 | Test Acc: 61.8 | Train Loss: 1.68e+00 | Test Loss: 1.68e+00
Topology: simple | Epoch: 58/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.2 | Test Acc: 61.9 | Train Loss: 1.67e+00 | Test Loss: 1.67e+00
Topology: simple | Epoch: 59/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.3 | Test Acc: 62.0 | Train Loss: 1.66e+00 | Test Loss: 1.66e+00
Topology: simple | Epoch: 60/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.5 | Test Acc: 62.2 | Train Loss: 1.65e+00 | Test Loss: 1.65e+00
Topology: simple | Epoch: 61/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.6 | Test Acc: 62.4 | Train Loss: 1.64e+00 | Test Loss: 1.64e+00
Topology: simple | Epoch: 62/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.8 | Test Acc: 62.6 | Train Loss: 1.63e+00 | Test Loss: 1.63e+00
Topology: simple | Epoch: 63/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 62.9 | Test Acc: 62.7 | Train Loss: 1.62e+00 | Test Loss: 1.62e+00
Topology: simple | Epoch: 64/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.1 | Test Acc: 62.9 | Train Loss: 1.61e+00 | Test Loss: 1.61e+00
Topology: simple | Epoch: 65/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.2 | Test Acc: 63.1 | Train Loss: 1.60e+00 | Test Loss: 1.60e+00
Topology: simple | Epoch: 66/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.4 | Test Acc: 63.2 | Train Loss: 1.59e+00 | Test Loss: 1.59e+00
Topology: simple | Epoch: 67/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.5 | Test Acc: 63.4 | Train Loss: 1.58e+00 | Test Loss: 1.59e+00
Topology: simple | Epoch: 68/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.7 | Test Acc: 63.6 | Train Loss: 1.57e+00 | Test Loss: 1.58e+00
Topology: simple | Epoch: 69/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 63.8 | Test Acc: 63.8 | Train Loss: 1.56e+00 | Test Loss: 1.57e+00
Topology: simple | Epoch: 70/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.0 | Test Acc: 63.9 | Train Loss: 1.55e+00 | Test Loss: 1.56e+00
Topology: simple | Epoch: 71/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.1 | Test Acc: 64.0 | Train Loss: 1.55e+00 | Test Loss: 1.55e+00
Topology: simple | Epoch: 72/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.3 | Test Acc: 64.2 | Train Loss: 1.54e+00 | Test Loss: 1.54e+00
Topology: simple | Epoch: 73/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.5 | Test Acc: 64.3 | Train Loss: 1.53e+00 | Test Loss: 1.53e+00
Topology: simple | Epoch: 74/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.6 | Test Acc: 64.5 | Train Loss: 1.52e+00 | Test Loss: 1.52e+00
Topology: simple | Epoch: 75/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.7 | Test Acc: 64.6 | Train Loss: 1.51e+00 | Test Loss: 1.52e+00
Topology: simple | Epoch: 76/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 64.9 | Test Acc: 64.8 | Train Loss: 1.50e+00 | Test Loss: 1.51e+00
Topology: simple | Epoch: 77/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.0 | Test Acc: 64.9 | Train Loss: 1.50e+00 | Test Loss: 1.50e+00
Topology: simple | Epoch: 78/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.1 | Test Acc: 65.1 | Train Loss: 1.49e+00 | Test Loss: 1.49e+00
Topology: simple | Epoch: 79/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.3 | Test Acc: 65.3 | Train Loss: 1.48e+00 | Test Loss: 1.48e+00
Topology: simple | Epoch: 80/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.5 | Test Acc: 65.4 | Train Loss: 1.47e+00 | Test Loss: 1.48e+00
Topology: simple | Epoch: 81/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.6 | Test Acc: 65.5 | Train Loss: 1.47e+00 | Test Loss: 1.47e+00
Topology: simple | Epoch: 82/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.7 | Test Acc: 65.6 | Train Loss: 1.46e+00 | Test Loss: 1.46e+00
Topology: simple | Epoch: 83/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 65.8 | Test Acc: 65.7 | Train Loss: 1.45e+00 | Test Loss: 1.45e+00
Topology: simple | Epoch: 84/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.0 | Test Acc: 65.8 | Train Loss: 1.44e+00 | Test Loss: 1.45e+00
Topology: simple | Epoch: 85/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.1 | Test Acc: 66.0 | Train Loss: 1.44e+00 | Test Loss: 1.44e+00
Topology: simple | Epoch: 86/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.2 | Test Acc: 66.1 | Train Loss: 1.43e+00 | Test Loss: 1.43e+00
Topology: simple | Epoch: 87/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.3 | Test Acc: 66.1 | Train Loss: 1.42e+00 | Test Loss: 1.43e+00
Topology: simple | Epoch: 88/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.4 | Test Acc: 66.3 | Train Loss: 1.41e+00 | Test Loss: 1.42e+00
Topology: simple | Epoch: 89/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.5 | Test Acc: 66.4 | Train Loss: 1.41e+00 | Test Loss: 1.41e+00
Topology: simple | Epoch: 90/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.6 | Test Acc: 66.5 | Train Loss: 1.40e+00 | Test Loss: 1.40e+00
Topology: simple | Epoch: 91/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.8 | Test Acc: 66.7 | Train Loss: 1.39e+00 | Test Loss: 1.40e+00
Topology: simple | Epoch: 92/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 66.9 | Test Acc: 66.7 | Train Loss: 1.39e+00 | Test Loss: 1.39e+00
Topology: simple | Epoch: 93/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.0 | Test Acc: 66.8 | Train Loss: 1.38e+00 | Test Loss: 1.38e+00
Topology: simple | Epoch: 94/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.1 | Test Acc: 66.9 | Train Loss: 1.37e+00 | Test Loss: 1.38e+00
Topology: simple | Epoch: 95/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.2 | Test Acc: 67.0 | Train Loss: 1.37e+00 | Test Loss: 1.37e+00
Topology: simple | Epoch: 96/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.3 | Test Acc: 67.1 | Train Loss: 1.36e+00 | Test Loss: 1.37e+00
Topology: simple | Epoch: 97/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.4 | Test Acc: 67.2 | Train Loss: 1.35e+00 | Test Loss: 1.36e+00
Topology: simple | Epoch: 98/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.5 | Test Acc: 67.3 | Train Loss: 1.35e+00 | Test Loss: 1.35e+00
Topology: simple | Epoch: 99/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.6 | Test Acc: 67.3 | Train Loss: 1.34e+00 | Test Loss: 1.35e+00
Topology: simple | Epoch: 100/100 | Batch Size: 64 | LR: 0.000100 | Train Acc: 67.8 | Test Acc: 67.3 | Train Loss: 1.34e+00 | Test Loss: 1.34e+00
Topology: simple | Epoch: 1/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 6.7 | Test Acc: 6.3 | Train Loss: 3.09e+00 | Test Loss: 3.09e+00
Topology: simple | Epoch: 2/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 7.1 | Test Acc: 6.8 | Train Loss: 2.93e+00 | Test Loss: 2.93e+00
Topology: simple | Epoch: 3/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 7.6 | Test Acc: 7.4 | Train Loss: 2.79e+00 | Test Loss: 2.79e+00
Topology: simple | Epoch: 4/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 7.4 | Test Acc: 7.2 | Train Loss: 2.68e+00 | Test Loss: 2.68e+00
Topology: simple | Epoch: 5/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 6.8 | Test Acc: 6.5 | Train Loss: 2.59e+00 | Test Loss: 2.59e+00
Topology: simple | Epoch: 6/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 6.4 | Test Acc: 6.1 | Train Loss: 2.52e+00 | Test Loss: 2.52e+00
Topology: simple | Epoch: 7/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 6.4 | Test Acc: 6.3 | Train Loss: 2.46e+00 | Test Loss: 2.46e+00
Topology: simple | Epoch: 8/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 7.3 | Test Acc: 7.3 | Train Loss: 2.41e+00 | Test Loss: 2.41e+00
Topology: simple | Epoch: 9/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 10.0 | Test Acc: 10.1 | Train Loss: 2.37e+00 | Test Loss: 2.36e+00
Topology: simple | Epoch: 10/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 13.6 | Test Acc: 13.6 | Train Loss: 2.33e+00 | Test Loss: 2.33e+00
Topology: simple | Epoch: 11/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 17.0 | Test Acc: 17.0 | Train Loss: 2.30e+00 | Test Loss: 2.30e+00
Topology: simple | Epoch: 12/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 19.8 | Test Acc: 19.8 | Train Loss: 2.28e+00 | Test Loss: 2.28e+00
Topology: simple | Epoch: 13/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 22.4 | Test Acc: 22.6 | Train Loss: 2.27e+00 | Test Loss: 2.27e+00
Topology: simple | Epoch: 14/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 24.7 | Test Acc: 24.9 | Train Loss: 2.25e+00 | Test Loss: 2.25e+00
Topology: simple | Epoch: 15/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 27.1 | Test Acc: 27.5 | Train Loss: 2.24e+00 | Test Loss: 2.24e+00
Topology: simple | Epoch: 16/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 30.2 | Test Acc: 30.4 | Train Loss: 2.23e+00 | Test Loss: 2.23e+00
Topology: simple | Epoch: 17/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 33.5 | Test Acc: 33.7 | Train Loss: 2.22e+00 | Test Loss: 2.22e+00
Topology: simple | Epoch: 18/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 37.1 | Test Acc: 37.2 | Train Loss: 2.21e+00 | Test Loss: 2.21e+00
Topology: simple | Epoch: 19/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 40.1 | Test Acc: 40.3 | Train Loss: 2.20e+00 | Test Loss: 2.20e+00
Topology: simple | Epoch: 20/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 42.2 | Test Acc: 42.7 | Train Loss: 2.20e+00 | Test Loss: 2.20e+00
Topology: simple | Epoch: 21/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 43.6 | Test Acc: 43.9 | Train Loss: 2.19e+00 | Test Loss: 2.19e+00
Topology: simple | Epoch: 22/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 44.5 | Test Acc: 45.0 | Train Loss: 2.19e+00 | Test Loss: 2.19e+00
Topology: simple | Epoch: 23/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 45.2 | Test Acc: 45.4 | Train Loss: 2.18e+00 | Test Loss: 2.18e+00
Topology: simple | Epoch: 24/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 45.6 | Test Acc: 45.8 | Train Loss: 2.18e+00 | Test Loss: 2.18e+00
Topology: simple | Epoch: 25/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 46.0 | Test Acc: 46.1 | Train Loss: 2.17e+00 | Test Loss: 2.17e+00
Topology: simple | Epoch: 26/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 46.4 | Test Acc: 46.5 | Train Loss: 2.16e+00 | Test Loss: 2.17e+00
Topology: simple | Epoch: 27/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 46.6 | Test Acc: 46.6 | Train Loss: 2.16e+00 | Test Loss: 2.16e+00
Topology: simple | Epoch: 28/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 47.0 | Test Acc: 46.9 | Train Loss: 2.15e+00 | Test Loss: 2.15e+00
Topology: simple | Epoch: 29/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 47.3 | Test Acc: 47.2 | Train Loss: 2.15e+00 | Test Loss: 2.15e+00
Topology: simple | Epoch: 30/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 47.6 | Test Acc: 47.4 | Train Loss: 2.14e+00 | Test Loss: 2.14e+00
Topology: simple | Epoch: 31/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 48.0 | Test Acc: 47.9 | Train Loss: 2.14e+00 | Test Loss: 2.14e+00
Topology: simple | Epoch: 32/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 48.3 | Test Acc: 48.2 | Train Loss: 2.13e+00 | Test Loss: 2.13e+00
Topology: simple | Epoch: 33/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 48.6 | Test Acc: 48.6 | Train Loss: 2.13e+00 | Test Loss: 2.13e+00
Topology: simple | Epoch: 34/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 48.9 | Test Acc: 48.9 | Train Loss: 2.12e+00 | Test Loss: 2.12e+00
Topology: simple | Epoch: 35/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 49.2 | Test Acc: 49.1 | Train Loss: 2.12e+00 | Test Loss: 2.12e+00
Topology: simple | Epoch: 36/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 49.5 | Test Acc: 49.3 | Train Loss: 2.11e+00 | Test Loss: 2.11e+00
Topology: simple | Epoch: 37/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 49.8 | Test Acc: 49.6 | Train Loss: 2.11e+00 | Test Loss: 2.11e+00
Topology: simple | Epoch: 38/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 50.2 | Test Acc: 49.9 | Train Loss: 2.10e+00 | Test Loss: 2.10e+00
Topology: simple | Epoch: 39/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 50.5 | Test Acc: 50.2 | Train Loss: 2.10e+00 | Test Loss: 2.10e+00
Topology: simple | Epoch: 40/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 50.9 | Test Acc: 50.6 | Train Loss: 2.09e+00 | Test Loss: 2.09e+00
Topology: simple | Epoch: 41/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 51.2 | Test Acc: 50.9 | Train Loss: 2.09e+00 | Test Loss: 2.09e+00
Topology: simple | Epoch: 42/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 51.5 | Test Acc: 51.2 | Train Loss: 2.08e+00 | Test Loss: 2.08e+00
Topology: simple | Epoch: 43/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 51.9 | Test Acc: 51.5 | Train Loss: 2.08e+00 | Test Loss: 2.08e+00
Topology: simple | Epoch: 44/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 52.2 | Test Acc: 51.8 | Train Loss: 2.07e+00 | Test Loss: 2.07e+00
Topology: simple | Epoch: 45/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 52.6 | Test Acc: 52.1 | Train Loss: 2.07e+00 | Test Loss: 2.07e+00
Topology: simple | Epoch: 46/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 52.9 | Test Acc: 52.3 | Train Loss: 2.06e+00 | Test Loss: 2.06e+00
Topology: simple | Epoch: 47/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 53.2 | Test Acc: 52.7 | Train Loss: 2.06e+00 | Test Loss: 2.06e+00
Topology: simple | Epoch: 48/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 53.6 | Test Acc: 53.0 | Train Loss: 2.05e+00 | Test Loss: 2.05e+00
Topology: simple | Epoch: 49/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 53.9 | Test Acc: 53.4 | Train Loss: 2.04e+00 | Test Loss: 2.05e+00
Topology: simple | Epoch: 50/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 54.2 | Test Acc: 53.7 | Train Loss: 2.04e+00 | Test Loss: 2.04e+00
Topology: simple | Epoch: 51/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 54.5 | Test Acc: 54.0 | Train Loss: 2.03e+00 | Test Loss: 2.03e+00
Topology: simple | Epoch: 52/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 54.8 | Test Acc: 54.3 | Train Loss: 2.03e+00 | Test Loss: 2.03e+00
Topology: simple | Epoch: 53/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 55.1 | Test Acc: 54.5 | Train Loss: 2.02e+00 | Test Loss: 2.02e+00
Topology: simple | Epoch: 54/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 55.3 | Test Acc: 54.8 | Train Loss: 2.02e+00 | Test Loss: 2.02e+00
Topology: simple | Epoch: 55/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 55.6 | Test Acc: 55.0 | Train Loss: 2.01e+00 | Test Loss: 2.01e+00
Topology: simple | Epoch: 56/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 55.9 | Test Acc: 55.3 | Train Loss: 2.01e+00 | Test Loss: 2.01e+00
Topology: simple | Epoch: 57/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 56.1 | Test Acc: 55.4 | Train Loss: 2.00e+00 | Test Loss: 2.00e+00
Topology: simple | Epoch: 58/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 56.4 | Test Acc: 55.7 | Train Loss: 2.00e+00 | Test Loss: 2.00e+00
Topology: simple | Epoch: 59/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 56.6 | Test Acc: 56.0 | Train Loss: 1.99e+00 | Test Loss: 1.99e+00
Topology: simple | Epoch: 60/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 56.9 | Test Acc: 56.2 | Train Loss: 1.99e+00 | Test Loss: 1.99e+00
Topology: simple | Epoch: 61/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 57.1 | Test Acc: 56.5 | Train Loss: 1.98e+00 | Test Loss: 1.98e+00
Topology: simple | Epoch: 62/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 57.3 | Test Acc: 56.7 | Train Loss: 1.97e+00 | Test Loss: 1.98e+00
Topology: simple | Epoch: 63/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 57.5 | Test Acc: 57.0 | Train Loss: 1.97e+00 | Test Loss: 1.97e+00
Topology: simple | Epoch: 64/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 57.7 | Test Acc: 57.2 | Train Loss: 1.96e+00 | Test Loss: 1.96e+00
Topology: simple | Epoch: 65/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 57.9 | Test Acc: 57.4 | Train Loss: 1.96e+00 | Test Loss: 1.96e+00
Topology: simple | Epoch: 66/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 58.1 | Test Acc: 57.5 | Train Loss: 1.95e+00 | Test Loss: 1.95e+00
Topology: simple | Epoch: 67/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 58.3 | Test Acc: 57.8 | Train Loss: 1.95e+00 | Test Loss: 1.95e+00
Topology: simple | Epoch: 68/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 58.5 | Test Acc: 58.0 | Train Loss: 1.94e+00 | Test Loss: 1.94e+00
Topology: simple | Epoch: 69/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 58.7 | Test Acc: 58.2 | Train Loss: 1.94e+00 | Test Loss: 1.94e+00
Topology: simple | Epoch: 70/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 58.9 | Test Acc: 58.4 | Train Loss: 1.93e+00 | Test Loss: 1.93e+00
Topology: simple | Epoch: 71/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.0 | Test Acc: 58.5 | Train Loss: 1.93e+00 | Test Loss: 1.93e+00
Topology: simple | Epoch: 72/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.1 | Test Acc: 58.7 | Train Loss: 1.92e+00 | Test Loss: 1.92e+00
Topology: simple | Epoch: 73/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.3 | Test Acc: 58.8 | Train Loss: 1.91e+00 | Test Loss: 1.92e+00
Topology: simple | Epoch: 74/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.5 | Test Acc: 58.9 | Train Loss: 1.91e+00 | Test Loss: 1.91e+00
Topology: simple | Epoch: 75/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.7 | Test Acc: 59.1 | Train Loss: 1.90e+00 | Test Loss: 1.90e+00
Topology: simple | Epoch: 76/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 59.8 | Test Acc: 59.2 | Train Loss: 1.90e+00 | Test Loss: 1.90e+00
Topology: simple | Epoch: 77/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.0 | Test Acc: 59.2 | Train Loss: 1.89e+00 | Test Loss: 1.89e+00
Topology: simple | Epoch: 78/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.1 | Test Acc: 59.3 | Train Loss: 1.89e+00 | Test Loss: 1.89e+00
Topology: simple | Epoch: 79/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.2 | Test Acc: 59.4 | Train Loss: 1.88e+00 | Test Loss: 1.88e+00
Topology: simple | Epoch: 80/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.3 | Test Acc: 59.5 | Train Loss: 1.88e+00 | Test Loss: 1.88e+00
Topology: simple | Epoch: 81/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.4 | Test Acc: 59.6 | Train Loss: 1.87e+00 | Test Loss: 1.87e+00
Topology: simple | Epoch: 82/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.6 | Test Acc: 59.7 | Train Loss: 1.86e+00 | Test Loss: 1.87e+00
Topology: simple | Epoch: 83/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.6 | Test Acc: 59.8 | Train Loss: 1.86e+00 | Test Loss: 1.86e+00
Topology: simple | Epoch: 84/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.8 | Test Acc: 59.9 | Train Loss: 1.85e+00 | Test Loss: 1.86e+00
Topology: simple | Epoch: 85/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 60.9 | Test Acc: 60.1 | Train Loss: 1.85e+00 | Test Loss: 1.85e+00
Topology: simple | Epoch: 86/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.0 | Test Acc: 60.2 | Train Loss: 1.84e+00 | Test Loss: 1.84e+00
Topology: simple | Epoch: 87/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.1 | Test Acc: 60.3 | Train Loss: 1.84e+00 | Test Loss: 1.84e+00
Topology: simple | Epoch: 88/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.2 | Test Acc: 60.4 | Train Loss: 1.83e+00 | Test Loss: 1.83e+00
Topology: simple | Epoch: 89/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.3 | Test Acc: 60.6 | Train Loss: 1.83e+00 | Test Loss: 1.83e+00
Topology: simple | Epoch: 90/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.4 | Test Acc: 60.7 | Train Loss: 1.82e+00 | Test Loss: 1.82e+00
Topology: simple | Epoch: 91/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.5 | Test Acc: 60.8 | Train Loss: 1.82e+00 | Test Loss: 1.82e+00
Topology: simple | Epoch: 92/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.6 | Test Acc: 60.9 | Train Loss: 1.81e+00 | Test Loss: 1.81e+00
Topology: simple | Epoch: 93/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.7 | Test Acc: 61.0 | Train Loss: 1.80e+00 | Test Loss: 1.81e+00
Topology: simple | Epoch: 94/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.8 | Test Acc: 61.1 | Train Loss: 1.80e+00 | Test Loss: 1.80e+00
Topology: simple | Epoch: 95/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 61.9 | Test Acc: 61.3 | Train Loss: 1.79e+00 | Test Loss: 1.80e+00
Topology: simple | Epoch: 96/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 62.0 | Test Acc: 61.3 | Train Loss: 1.79e+00 | Test Loss: 1.79e+00
Topology: simple | Epoch: 97/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 62.1 | Test Acc: 61.5 | Train Loss: 1.78e+00 | Test Loss: 1.78e+00
Topology: simple | Epoch: 98/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 62.2 | Test Acc: 61.5 | Train Loss: 1.78e+00 | Test Loss: 1.78e+00
Topology: simple | Epoch: 99/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 62.3 | Test Acc: 61.6 | Train Loss: 1.77e+00 | Test Loss: 1.77e+00
Topology: simple | Epoch: 100/100 | Batch Size: 128 | LR: 0.000100 | Train Acc: 62.4 | Test Acc: 61.7 | Train Loss: 1.77e+00 | Test Loss: 1.77e+00
Topology: medium | Epoch: 1/100 | Batch Size: 32 | LR: 0.010000 | Train Acc: 49.0 | Test Acc: 48.0 | Train Loss: 1.98e+00 | Test Loss: 1.99e+00
Topology: medium | Epoch: 2/100 | Batch Size: 32 | LR: 0.010000 | Train Acc: 59.8 | Test Acc: 59.9 | Train Loss: 1.36e+00 | Test Loss: 1.36e+00
